MTS	OPEN	CLOSE	HIGH	LOW	VOLUME
1547000100000	0.026783	0.026601	0.026783	0.026601	1000000.0
1547000160000	0.026682	0.0267	0.026792	0.026508	1120453.1605147999
1547000220000	0.0267	0.026761	0.026761	0.0267	22872.80394752
1547000280000	0.026734	0.026731	0.026734	0.026731	10031.83791659
1547000340000	0.026743	0.026743	0.026743	0.026743	5954.33649142
1547000400000	0.026716	0.026508	0.026716	0.026508	1000000.0
1547000460000	0.026714	0.02681	0.02681	0.026693	36434.14066332
1547000580000	0.0267	0.0267	0.026737	0.0267	21045.31965041
1547000640000	0.02666	0.026691	0.026715	0.026459	2052007.23781455
1547000700000	0.026666	0.026769	0.026769	0.026666	27497.52726229
1547000760000	0.026748	0.026748	0.026748	0.026748	63656.07053501
1547000880000	0.026775	0.026775	0.026775	0.026775	6376.67698692
1547001000000	0.026724	0.026724	0.026724	0.026724	17752.78103965
1547001060000	0.026666	0.026666	0.026666	0.026666	838.0
1547001120000	0.026707	0.026718	0.026738	0.0267	33300.2929055
1547001300000	0.026725	0.026726	0.026726	0.026725	16633.22052358
1547001420000	0.026699	0.026695	0.026699	0.026666	18799.6771625
1547001660000	0.026607	0.026607	0.026607	0.026607	4004.14947148
1547001720000	0.0266	0.026582	0.0266	0.026582	16983.20637972
1547001780000	0.026561	0.026559	0.026561	0.026559	22318.868303490002
1547002080000	0.0266	0.02665	0.02665	0.0266	3815.67473097
1547002320000	0.026675	0.026673	0.026675	0.026669	35145.35326058
1547002380000	0.0267	0.0267	0.0267	0.0267	1004.83269814
1547002500000	0.026746	0.026746	0.026746	0.026746	32225.28993419
1547002620000	0.026626	0.026626	0.026626	0.026626	860.0
1547002980000	0.026664	0.026664	0.026664	0.026664	5559.7280013
1547003040000	0.0266	0.0266	0.0266	0.0266	838.0
1547003160000	0.02675	0.026756	0.026756	0.02675	5537.96
1547003220000	0.0268	0.026757	0.0268	0.026757	31748.8587673
1547003280000	0.0268	0.026752	0.0268	0.026613	12109.89512194
1547003880000	0.026745	0.026745	0.026745	0.026745	119867.38441536
1547004060000	0.02677	0.02677	0.02677	0.02677	5528.65952387
1547004120000	0.02677	0.02677	0.02677	0.02677	5529.51502246
1547004240000	0.026769	0.026769	0.026769	0.026769	9206.74376899
